iter	RMSE
218	4924.161713
219	4917.773099
220	4911.843489
221	4906.19632
222	4900.561394
223	4894.221147
224	4889.197203
225	4884.584823
226	4879.40283
227	4874.017115
228	4868.194875
229	4863.307694
230	4858.595838
231	4854.475144
232	4848.893903
233	4843.972034
234	4839.826883
235	4835.884142
236	4831.096044
237	4827.644276
238	4822.726351
239	4819.120381
240	4814.647591
241	4810.393248
242	4805.41084
243	4802.006523
244	4797.682934
245	4792.675725
246	4788.345324
247	4784.670258
248	4781.281319
249	4778.21011
250	4774.341636
251	4771.497702
252	4769.112769
253	4765.401623
254	4762.771596
255	4759.335554
256	4755.479725
257	4752.222589
258	4749.130713
259	4745.558715
260	4742.648561
261	4739.771633
262	4735.54349
263	4732.01449
264	4728.579578
265	4725.339053
266	4722.743446
267	4719.833154
268	4716.616886
269	4713.91484
270	4711.431613
271	4708.864605
272	4706.469173
273	4702.776417
274	4699.813567
275	4697.485769
276	4694.497118
277	4691.763077
278	4688.868357
279	4686.503977
280	4683.368888
281	4679.767686
282	4677.5709
283	4674.997059
284	4672.504984
285	4670.351096
286	4667.122982
287	4664.232499
288	4661.669696
289	4658.821172
290	4656.845672
291	4653.343694
292	4650.957598
293	4648.46634
294	4646.625146
295	4644.046617
296	4641.880659
297	4639.951519
298	4637.334184
299	4634.750698
300	4632.238552
301	4630.480921
302	4628.38841
303	4625.784116
304	4623.598038
305	4621.716183
306	4619.507277
307	4617.52671
308	4615.653666
309	4613.354835
310	4612.168425
311	4610.116333
312	4606.999072
313	4605.336997
314	4603.645551
315	4601.383342
316	4600.081699
317	4599.290867
318	4597.189063
319	4594.769703
320	4592.727157
321	4590.588653
322	4589.120935
323	4587.045252
324	4585.611368
325	4583.712958
326	4582.022596
327	4579.268298
328	4577.714179
329	4575.824813
330	4574.147877
331	4572.397614
332	4570.982237
333	4569.527221
334	4567.983185
335	4566.61215
336	4564.81636
337	4563.874738
338	4562.684293
339	4561.001017
340	4559.811461
341	4559.00149
342	4557.730579
343	4555.729724
344	4554.484026
345	4553.716876
346	4551.501004
347	4550.678171
348	4550.103737
349	4549.033464
350	4547.281901
351	4546.408231
352	4545.100011
353	4543.877319
354	4542.552101
355	4541.448698
356	4540.249224
357	4539.156554
358	4537.943577
359	4536.612795
360	4535.138807
361	4533.837663
362	4532.204084
363	4530.882507
364	4529.975871
365	4528.743658
366	4527.47167
367	4526.451976
368	4524.969844
369	4524.302878
370	4523.407915
371	4522.692867
372	4520.833243
373	4519.503421
374	4518.509441
375	4516.983139
376	4515.991058
377	4514.340591
378	4513.243232
379	4512.412834
380	4510.878145
381	4509.660551
382	4508.561726
383	4507.638742
384	4506.654766
385	4505.727703
386	4504.650586
387	4503.299674
388	4502.478561
389	4501.771998
390	4500.204044
391	4499.317075
392	4498.091434
393	4497.25378
394	4496.401324
395	4495.434855
396	4494.503842
397	4493.489932
398	4492.594627
399	4491.420616
400	4490.540247
401	4489.707023
402	4488.582346
403	4487.292559
404	4486.554063
405	4485.369064
406	4484.89428
407	4484.322278
408	4483.580589
409	4482.380148
410	4481.768388
411	4480.957349
412	4479.931042
413	4478.922062
414	4477.839554
415	4477.026141
416	4476.444593
417	4475.698845
418	4474.745491
419	4473.703298
420	4473.020646
421	4472.78117
422	4472.191529
423	4471.63528
424	4470.973639
425	4470.478231
426	4469.482627
427	4468.873554
428	4468.439043
429	4467.654293
430	4466.638893
431	4465.752274
432	4464.85855
433	4464.05188
434	4463.410756
435	4462.908082
436	4462.444193
437	4462.125404
438	4461.563467
439	4461.06272
440	4460.035456
441	4459.212625
442	4458.657375
443	4458.206111
444	4457.421981
445	4456.473808
446	4455.734405
447	4455.167439
448	4454.396623
449	4453.825232
450	4453.261766
451	4452.911362
452	4452.297354
453	4451.8025
454	4451.252947
455	4450.646948
456	4449.526342
457	4448.666501
458	4448.086888
459	4446.98302
460	4446.524867
461	4445.737347
462	4444.665663
463	4444.20505
464	4443.599047
465	4442.740305
466	4442.133285
467	4441.398873
468	4440.800813
469	4440.391802
470	4439.889725
471	4439.328625
472	4438.905886
473	4437.782146
474	4437.436387
475	4437.069675
476	4436.658196
477	4435.917856
478	4435.529406
479	4434.881816
480	4434.608392
481	4434.204504
482	4433.829768
483	4433.454948
484	4432.928481
485	4432.421405
486	4431.709098
487	4431.191532
488	4430.620094
489	4429.958675
490	4429.598957
491	4429.163512
492	4428.867149
493	4428.380814
494	4427.909167
495	4427.140854
496	4425.976866
497	4425.513239
498	4424.820635
499	4424.183697
500	4423.727294
501	4422.945574
502	4422.703912
503	4421.991347
504	4421.063142
505	4420.633076
506	4419.810357
507	4419.403124
508	4418.991222
509	4418.304574
510	4417.929761
511	4417.611973
512	4417.319514
513	4416.824074
514	4416.362231
515	4416.028639
516	4415.698392
517	4414.771925
518	4414.484249
519	4413.757481
520	4413.210032
521	4412.814158
522	4412.588368
523	4412.22265
524	4411.778404
525	4411.506503
526	4411.245451
527	4410.690223
528	4409.903211
529	4409.606805
530	4408.920098
531	4408.51095
532	4408.269218
533	4407.770756
534	4407.343826
535	4406.733362
536	4406.234159
537	4405.78098
538	4405.570417
539	4405.276438
540	4404.957399
541	4404.248844
542	4403.986591
543	4403.716407
544	4403.436626
545	4403.109484
546	4402.805412
547	4402.345854
548	4402.016798
549	4401.658589
550	4401.320509
551	4400.868626
552	4399.719154
553	4399.302779
554	4399.046173
555	4398.754513
556	4398.470088
557	4398.130443
558	4397.707993
559	4397.382801
560	4396.900643
561	4396.401547
562	4396.125616
563	4395.322935
564	4394.926371
565	4394.341903
566	4394.055897
567	4393.696104
568	4393.262699
569	4392.746412
570	4392.208131
571	4391.678308
572	4391.278048
573	4390.821363
574	4390.440542
575	4389.856423
576	4389.502355
577	4389.117975
578	4388.488857
579	4388.122843
580	4387.842796
581	4387.527084
582	4387.153804
583	4386.196552
584	4385.574578
585	4385.377368
586	4385.207662
587	4384.976139
588	4384.686772
589	4384.317816
590	4383.598277
591	4383.189936
592	4382.928332
593	4382.519936
594	4382.14175
595	4381.973476
596	4381.663367
597	4381.114962
598	4380.822989
599	4380.553444
600	4380.218894
601	4379.750795
602	4379.356951
603	4379.039688
604	4378.721101
605	4378.415398
606	4377.831541
607	4377.608826
608	4376.827095
609	4376.017001
610	4375.866517
611	4375.488338
612	4374.95849
613	4374.757667
614	4374.271578
615	4374.080042
616	4373.837603
617	4373.340413
618	4372.989264
619	4372.526732
620	4372.054865
621	4371.674256
622	4371.029267
623	4370.607362
624	4370.423473
625	4369.709833
626	4369.435203
627	4369.150979
628	4368.921508
629	4368.568183
630	4368.318394
631	4368.139692
632	4367.916025
633	4367.59747
634	4367.136345
635	4366.803317
636	4366.477098
637	4365.957133
638	4365.862481
639	4365.225939
640	4364.884106
641	4364.51619
642	4364.179838
643	4363.826674
644	4363.592946
645	4363.307129
646	4362.954073
647	4362.72584
648	4362.354789
649	4362.104845
650	4361.595826
651	4360.783904
652	4360.557072
653	4360.268642
654	4360.001899
655	4359.389734
656	4358.965474
657	4358.385299
658	4358.133483
659	4357.573119
660	4357.339938
661	4357.082105
662	4356.838424
663	4356.488059
664	4356.260296
665	4355.548455
666	4355.294066
667	4355.004877
668	4354.786139
669	4354.421412
670	4354.237513
671	4353.651943
672	4353.347276
673	4353.042407
674	4352.79893
675	4352.297234
676	4352.073679
677	4351.867178
678	4351.534519
679	4351.2605
680	4350.918106
681	4350.506194
682	4350.182727
683	4349.548254
684	4349.108899
685	4348.825521
686	4348.582075
687	4348.167569
688	4347.954771
689	4347.574258
690	4347.313414
691	4347.07728
692	4346.691889
693	4346.488806
694	4346.247886
695	4346.003071
696	4345.327818
697	4345.048307
698	4344.764912
699	4344.238405
700	4343.691859
701	4343.390932
702	4343.25337
703	4343.00692
704	4342.893913
705	4342.556357
706	4342.341627
707	4342.065152
708	4341.80352
709	4341.457666
710	4341.185251
711	4340.753878
712	4340.446147
713	4340.207235
714	4339.803824
715	4339.484363
716	4338.932815
717	4338.742592
718	4338.374234
719	4338.104432
720	4337.610903
721	4337.335929
722	4337.108339
723	4336.555879
724	4336.452371
725	4336.187151
726	4336.004175
727	4335.688635
728	4335.375061
729	4335.030058
730	4334.600238
731	4334.378364
732	4334.157241
733	4333.968266
734	4333.602132
735	4333.417188
736	4333.202982
737	4332.944868
738	4332.601676
739	4332.266084
740	4332.039616
741	4331.898844
742	4331.801538
743	4331.12158
744	4330.580354
745	4330.325287
746	4330.075795
747	4329.92071
748	4329.734436
749	4329.410132
750	4329.10359
751	4328.950703
752	4328.405152
753	4328.136863
754	4327.96149
755	4327.740443
756	4327.653171
757	4327.418492
758	4327.045976
759	4326.844671
760	4326.448435
761	4326.153783
762	4325.876503
763	4325.411416
764	4325.033701
765	4324.780948
766	4324.650437
767	4324.451535
768	4324.152964
769	4323.655466
770	4323.441179
771	4323.215058
772	4322.772476
773	4322.310381
774	4322.073732
775	4321.668294
776	4321.405214
777	4321.123075
778	4320.768877
779	4320.354882
780	4320.096883
781	4319.704821
782	4319.452857
783	4319.167265
784	4318.913966
785	4318.706752
786	4318.453136
787	4318.205286
788	4318.041685
789	4317.868594
790	4317.047732
791	4316.477976
792	4316.25985
793	4316.081649
794	4315.897307
795	4315.688926
796	4315.493367
797	4315.24742
798	4315.019229
799	4314.860936
800	4314.658336
801	4314.436065
802	4314.098411
803	4313.922587
804	4313.62973
805	4313.440025
806	4313.166214
807	4313.011834
808	4312.86189
809	4312.744866
810	4312.325433
811	4312.068951
812	4311.872578
813	4311.668025
814	4311.48885
815	4311.033776
816	4310.8044
817	4310.33206
818	4310.126398
819	4309.877253
820	4309.786196
821	4309.559934
822	4309.383297
823	4308.898605
824	4308.805676
825	4308.657312
826	4308.395828
827	4308.019985
828	4307.641028
829	4307.278393
830	4307.083462
831	4306.919976
832	4306.783511
833	4306.591087
834	4306.51976
835	4305.963407
836	4305.595001
837	4305.508495
838	4305.337961
839	4304.917947
840	4304.729748
841	4304.378364
842	4303.987532
843	4303.598348
844	4303.416077
845	4303.337615
846	4303.184836
847	4302.97543
848	4302.327758
849	4302.096952
850	4301.775513
851	4301.392376
852	4301.027497
853	4300.50735
854	4300.284404
855	4300.11122
856	4299.967879
857	4299.652033
858	4299.448143
859	4299.260842
860	4299.073528
861	4298.898203
862	4298.75071
863	4298.248176
864	4297.58888
865	4296.983487
866	4296.872577
867	4296.513946
868	4296.124672
869	4295.611655
870	4295.34186
871	4295.172432
872	4294.994168
873	4294.922566
874	4294.568788
875	4294.161639
876	4294.022821
877	4293.893744
878	4293.730447
879	4293.514377
880	4293.378795
881	4293.230458
882	4293.035412
883	4292.581386
884	4292.247732
885	4291.993693
886	4291.832177
887	4291.626333
888	4291.280442
889	4291.174292
890	4291.028149
891	4290.69073
892	4290.112412
893	4289.900341
894	4289.814941
895	4289.180876
896	4288.841194
897	4288.337449
898	4288.158723
899	4287.989814
900	4287.933231
901	4287.864775
902	4287.699746
903	4287.620525
904	4287.489788
905	4287.292617
906	4286.953513
907	4286.734722
908	4286.608462
909	4286.401957
910	4285.853012
911	4285.657541
912	4285.034582
913	4284.677745
914	4284.346991
915	4284.034887
916	4283.861658
917	4283.256404
918	4282.805245
919	4282.45745
920	4282.066951
921	4281.998999
922	4281.639159
923	4281.435252
924	4281.330828
925	4281.011291
926	4280.833927
927	4280.34067
928	4280.150012
929	4279.986979
930	4279.360794
931	4279.212571
932	4279.090412
933	4278.772513
934	4278.443047
935	4278.042156
936	4277.717106
937	4277.216286
938	4276.61066
939	4276.428461
940	4276.007126
941	4275.515833
942	4275.379676
943	4275.211859
944	4275.075133
945	4274.885426
946	4274.504774
947	4274.116202
948	4273.58357
949	4272.984617
950	4272.775354
951	4272.18312
952	4272.09948
953	4271.884983
954	4271.299194
955	4271.187844
956	4270.815512
957	4270.370862
958	4270.005492
959	4269.887993
960	4269.568023
961	4268.86658
962	4268.726563
963	4268.662111
964	4268.37271
965	4267.982668
966	4267.633394
967	4267.048257
968	4266.670085
969	4266.274249
970	4266.150604
971	4265.572974
972	4265.268394
973	4265.10995
974	4264.748197
975	4264.447068
976	4263.879383
977	4263.666114
978	4263.353784
979	4262.836959
980	4262.677053
981	4262.49018
982	4262.087646
983	4261.929802
984	4261.729376
985	4261.351327
986	4261.045182
987	4260.354786
988	4260.110317
989	4260.033148
990	4259.817881
991	4259.736393
992	4259.504957
993	4259.435635
994	4258.755257
995	4258.632222
996	4258.167403
997	4258.101966
998	4257.971921
999	4257.828186
